ticker,name,as_of,fiscal_year,sector,roe,roe_3y_avg,opm,debt_ratio,is_financial,is_holding,per,pbr,ev_ebitda,fcf_yield,sector_per_median,sector_pbr_median,net_income_y1,net_income_y2,audit_opinion,verified,source,is_etf,is_spac,is_managed,is_halted
005930,삼성전자,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
402340,SK스퀘어,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
005935,삼성전자우,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
009150,삼성전기,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
005380,현대차,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
032830,삼성생명,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
373220,LG에너지솔루션,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
028260,삼성물산,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
329180,HD현대중공업,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
034020,두산에너빌리티,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
207940,삼성바이오로직스,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
034730,SK,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
105560,KB금융,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
012450,한화에어로스페이스,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
000270,기아,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
012330,현대모비스,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
055550,신한지주,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
006400,삼성SDI,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
010120,LS ELECTRIC,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
267260,HD현대일렉트릭,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
068270,셀트리온,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
298040,효성중공업,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
066570,LG전자,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
042660,한화오션,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
086790,하나금융지주,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
035420,NAVER,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
000810,삼성화재,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
009540,HD한국조선해양,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
000150,두산,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
042700,한미반도체,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
005490,POSCO홀딩스,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
006800,미래에셋증권,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
011070,LG이노텍,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
015760,한국전력,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
010130,고려아연,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
010140,삼성중공업,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
316140,우리금융지주,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
051910,LG화학,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
064350,현대로템,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
017670,SK텔레콤,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
196170,알테오젠,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
079550,LIG디펜스앤에어로스페이스,2026-06-23,2026,,,,,,false,false,,,,,,,,,unqualified,false,liquid_template,false,false,false,false
